Book_Name,Author,Release_Date,Narrator,Rating,No_of_Ratings,Regular_Price,Language,Book_Audio_Length
Yupi 65 (UP 65) (Hindi Edition),Nikhil Sachan,"Release Date:
                                    29-10-18",Babla Kochhar,4.5 out of 5 stars,83 ratings,₹173.00,"['Language:', 'Hindi']",Length: 5 hrs and 55 mins
Night Train at Deoli (Hindi Edition),Ruskin Bond,"Release Date:
                                    24-12-18",Mansi Multani,4.5 out of 5 stars,37 ratings,₹278.00,"['Language:', 'Hindi']",Length: 6 hrs and 43 mins
The Overstory,Richard Powers,"Release Date:
                                    06-09-18",Suzanne Toren,4.5 out of 5 stars,17 ratings,₹957.00,"['Language:', 'English']",Length: 22 hrs and 58 mins
Awakening Bharat Mata,Swapan Dasgupta,"Release Date:
                                    15-04-20",Vikrant Chaturvedi,4.5 out of 5 stars,10 ratings,₹879.00,"['Language:', 'English']",Length: 15 hrs and 20 mins
Inferno,Dan Brown,"Release Date:
                                    14-05-13",Paul Michael,4.5 out of 5 stars,82 ratings,₹957.00,"['Language:', 'English']",Length: 17 hrs and 12 mins
Murder on the Orient Express,Agatha Christie,"Release Date:
                                    01-11-17",Tom Conti,4.5 out of 5 stars,259 ratings,₹858.00,"['Language:', 'English']",Length: 5 hrs and 47 mins
Daisy Darker,Alice Feeney,"Release Date:
                                    18-08-22",Stephanie Racine,4.5 out of 5 stars,18 ratings,₹323.00,"['Language:', 'English']",Length: 10 hrs and 54 mins
The Course of Love,Alain de Botton,"Release Date:
                                    28-04-16",Julian Rhind-Tutt,4.5 out of 5 stars,43 ratings,₹683.00,"['Language:', 'English']",Length: 7 hrs and 5 mins
The Atlas Six,Olivie Blake,"Release Date:
                                    03-03-22",Steve West,4 out of 5 stars,6 ratings,₹323.00,"['Language:', 'English']",Length: 16 hrs and 51 mins
The Colour of Magic,Terry Pratchett,"Release Date:
                                    07-07-22",Colin Morgan,3 out of 5 stars,2 ratings,"₹1,093.00","['Language:', 'English']",Length: 7 hrs and 58 mins
What I Know for Sure,Oprah Winfrey,"Release Date:
                                    11-09-14",Oprah Winfrey,4.5 out of 5 stars,203 ratings,₹323.00,"['Language:', 'English']",Length: 3 hrs and 53 mins
A Dance with Dragons,George R.R. Martin,"Release Date:
                                    12-07-11",Roy Dotrice,4.5 out of 5 stars,28 ratings,"₹1,025.00","['Language:', 'English']",Length: 48 hrs and 53 mins
Half-Lion: How P.V. Narasimha Rao Transformed India,Vinay Sitapati,"Release Date:
                                    19-11-19",Prateek Sharma,4.5 out of 5 stars,181 ratings,₹879.00,"['Language:', 'English']",Length: 12 hrs and 40 mins
Stargazing,Ravi Shastri,"Release Date:
                                    22-12-21",Derek Denzil,3.5 out of 5 stars,24 ratings,"₹1,519.00","['Language:', 'English']",Length: 7 hrs and 10 mins
One Arranged Murder,Chetan Bhagat,"Release Date:
                                    27-09-20",Hrishikesh Kannan,4 out of 5 stars,992 ratings,₹668.00,"['Language:', 'English']",Length: 7 hrs and 58 mins
"Ponniyin Selvan - Part 5 [The Son of Ponni, Part 5]",Kalki,"Release Date:
                                    03-09-20",Bombay Kannan,5 out of 5 stars,275 ratings,₹118.00,"['Language:', 'tamil']",Length: 12 hrs and 17 mins
Rule of Two,Drew Karpyshyn,"Release Date:
                                    30-10-12",Jonathan Davis,4.5 out of 5 stars,11 ratings,"₹1,206.00","['Language:', 'English']",Length: 10 hrs and 12 mins
Pax Indica,Shashi Tharoor,"Release Date:
                                    30-07-19",Vikrant Chaturvedi,4.5 out of 5 stars,33 ratings,"₹1,382.00","['Language:', 'English']",Length: 20 hrs and 50 mins
The Three Mistakes of My Life,Chetan Bhagat,"Release Date:
                                    12-11-18",Vivek Madan,4.5 out of 5 stars,81 ratings,₹568.00,"['Language:', 'English']",Length: 8 hrs and 35 mins
Midnight's Children,Salman Rushdie,"Release Date:
                                    20-09-18",Homer Todiwala,4 out of 5 stars,96 ratings,₹987.00,"['Language:', 'English']",Length: 25 hrs and 39 mins
Men Without Women,Haruki Murakami,"Release Date:
                                    09-05-17",Bruno Roubicek,4 out of 5 stars,206 ratings,₹525.00,"['Language:', 'English']",Length: 7 hrs and 36 mins
Shogun,James Clavell,"Release Date:
                                    09-07-15",Ralph Lister,5 out of 5 stars,51 ratings,"₹1,758.00","['Language:', 'English']",Length: 53 hrs and 34 mins
Siddhartha (Hindi Edition),Herman Hesse,"Release Date:
                                    15-02-19",Mukesh Pandey,4.5 out of 5 stars,122 ratings,₹188.00,"['Language:', 'Hindi']",Length: 5 hrs and 11 mins
The Magic Weight-Loss Pill,Luke Coutinho,"Release Date:
                                    11-04-20",Vishal Menon,4.5 out of 5 stars,32 ratings,₹879.00,"['Language:', 'English']",Length: 6 hrs and 57 mins
The Architect's Apprentice,Elif Shafak,"Release Date:
                                    19-12-14",Grant Cartwright,4.5 out of 5 stars,33 ratings,"₹1,195.00","['Language:', 'English']",Length: 16 hrs and 31 mins
